numero_local,region,provincia,distrito,lat,lng,clasificacion_oficial_urbano_rural,fuente_clasificacion_oficial,codigo_casco_urbano_inei,distrito_casco_urbano_inei,descripcion_casco_urbano_inei,distancia_borde_casco_urbano_m,profundidad_relativa_casco_urbano,subclasificacion_urbana_oficial
54221,HUANCAVELICA,ACOBAMBA,ACOBAMBA,-12.7517,-74.5392,rural,Fuera de casco urbano INEI,,,,,,
54222,HUANCAVELICA,ACOBAMBA,ROSARIO,-12.7616,-74.6568,urbano,INEI casco urbano WFS,090208,ROSARIO,CASCO URBANO,255.83,0.2523,urbano_central
54225,HUANCAVELICA,HUANCAVELICA,YAULI,-12.904404,-74.832099,rural,Fuera de casco urbano INEI,,,,,,
54230,PUNO,EL COLLAO,ILAVE,-16.02114,-69.48769,rural,Fuera de casco urbano INEI,,,,,,
54232,LORETO,MAYNAS,NAPO,-3.025927,-73.37347,rural,Fuera de casco urbano INEI,,,,,,
54236,AYACUCHO,CANGALLO,TOTOS,-13.5793,-74.4453,rural,Fuera de casco urbano INEI,,,,,,
54237,AYACUCHO,HUAMANGA,CHIARA,-13.4615,-74.1005,urbano,INEI casco urbano WFS,050105,CHIARA,CASCO URBANO,70.38,0.0731,urbano_periferico
54243,LA LIBERTAD,PATAZ,HUAYO,-8.049344,-77.621456,rural,Fuera de casco urbano INEI,,,,,,
54255,CAJAMARCA,CELENDIN,CHUMUCH,-6.578051,-78.260528,rural,Fuera de casco urbano INEI,,,,,,
54258,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.598389,-78.474657,rural,Fuera de casco urbano INEI,,,,,,
54259,CAJAMARCA,CELENDIN,CORTEGANA,-6.420791,-78.346536,rural,Fuera de casco urbano INEI,,,,,,
54262,APURIMAC,COTABAMBAS,COYLLURQUI,-13.89351,-72.46846,rural,Fuera de casco urbano INEI,,,,,,
54273,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.746363,-76.189009,rural,Fuera de casco urbano INEI,,,,,,
54324,LIMA,YAUYOS,MADEAN,-12.947481,-75.74525,rural,Fuera de casco urbano INEI,,,,,,
54326,AYACUCHO,HUAMANGA,OCROS,-13.449743,-73.95559,rural,Fuera de casco urbano INEI,,,,,,
54331,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,-6.610466,-78.281623,rural,Fuera de casco urbano INEI,,,,,,
54332,CAJAMARCA,CUTERVO,CUTERVO,-6.410088,-78.894038,rural,Fuera de casco urbano INEI,,,,,,
54335,ANCASH,BOLOGNESI,AQUIA,-9.9626,-77.0972,urbano,INEI casco urbano WFS,020504,AQUIA,CASCO URBANO,205.33,0.4287,urbano_central
54336,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,-9.1191,-77.3019,rural,Fuera de casco urbano INEI,,,,,,
54338,ANCASH,OCROS,ACAS,-10.608356,-77.42343,rural,Fuera de casco urbano INEI,,,,,,
54342,JUNIN,SATIPO,RIO TAMBO,-11.15019,-74.23752,rural,Fuera de casco urbano INEI,,,,,,
54351,CUSCO,ANTA,ZURITE,-13.495212,-72.250063,rural,Fuera de casco urbano INEI,,,,,,
54354,PIURA,PAITA,PAITA,-5.278729,-81.11845,urbano,INEI casco urbano WFS,200501,PAITA,CASCO URBANO,34.24,0.0139,urbano_periferico
54356,CUSCO,CHUMBIVILCAS,CAPACMARCA,-14.099056,-72.035353,rural,Fuera de casco urbano INEI,,,,,,
54362,PASCO,OXAPAMPA,PALCAZU,-9.925441,-75.348504,rural,Fuera de casco urbano INEI,,,,,,
54368,HUANUCO,HUANUCO,MARGOS,-10.092646,-76.515042,rural,Fuera de casco urbano INEI,,,,,,
54369,HUANCAVELICA,ACOBAMBA,ANDABAMBA,-12.709476,-74.651848,urbano,INEI casco urbano WFS,090202,ANDABAMBA,CASCO URBANO,234.59,0.4096,urbano_central
54370,LIMA,YAUYOS,HUANCAYA,-12.1155,-75.827,rural,Fuera de casco urbano INEI,,,,,,
54372,CAJAMARCA,CUTERVO,CUTERVO,-6.507077,-78.787337,rural,Fuera de casco urbano INEI,,,,,,
54381,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,-6.64313,-78.303266,rural,Fuera de casco urbano INEI,,,,,,
54407,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,-13.144914,-74.403982,rural,Fuera de casco urbano INEI,,,,,,
54436,PUNO,AZANGARO,ARAPA,-15.04464,-70.06486,rural,Fuera de casco urbano INEI,,,,,,
54437,PUNO,AZANGARO,SANTIAGO DE PUPUJA,-15.15797,-70.2508,rural,Fuera de casco urbano INEI,,,,,,
54438,PUNO,PUNO,PLATERIA,-15.8601,-69.786432,rural,Fuera de casco urbano INEI,,,,,,
54442,CAJAMARCA,CONTUMAZA,SAN BENITO,-7.614714,-78.941494,rural,Fuera de casco urbano INEI,,,,,,
54443,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,-6.695531,-78.229655,rural,Fuera de casco urbano INEI,,,,,,
54444,HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.244987,-74.803425,rural,Fuera de casco urbano INEI,,,,,,
54448,HUANUCO,DOS DE MAYO,RIPAN,-9.799648,-76.814095,urbano,INEI casco urbano WFS,100317,RIPAN,CASCO URBANO,165.09,0.2526,urbano_central
54449,HUANUCO,DOS DE MAYO,SILLAPATA,-9.755544,-76.739186,rural,Fuera de casco urbano INEI,,,,,,
54451,CAJAMARCA,CAJABAMBA,CONDEBAMBA,-7.489873,-78.068073,rural,Fuera de casco urbano INEI,,,,,,
54454,CUSCO,CALCA,COYA,-13.419578,-71.917503,urbano,INEI casco urbano WFS,080402,COYA,CASCO URBANO,111.14,0.1321,urbano_periferico
54456,CUSCO,CALCA,YANATILE,-12.8449,-72.1369,rural,Fuera de casco urbano INEI,,,,,,
54467,SAN MARTIN,BELLAVISTA,ALTO BIAVO,-7.458958,-76.235891,rural,Fuera de casco urbano INEI,,,,,,
54468,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,-6.5945,-76.7499,rural,Fuera de casco urbano INEI,,,,,,
54471,AMAZONAS,CONDORCANQUI,EL CENEPA,-4.364589,-78.196121,rural,Fuera de casco urbano INEI,,,,,,
54472,SAN MARTIN,HUALLAGA,SAPOSOA,-6.945188,-76.873926,rural,Fuera de casco urbano INEI,,,,,,
54474,AMAZONAS,CONDORCANQUI,EL CENEPA,-4.544493,-78.278345,rural,Fuera de casco urbano INEI,,,,,,
54477,CUSCO,ACOMAYO,SANGARARA,-13.97658,-71.56335,urbano,INEI casco urbano WFS,080207,SANGARARA,CASCO URBANO,227.47,0.263,urbano_central
54479,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.74615,-78.50327,rural,Fuera de casco urbano INEI,,,,,,
54483,PUNO,HUANCANE,HUANCANE,-15.159258,-69.832643,rural,Fuera de casco urbano INEI,,,,,,
54485,HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.2103,-74.7325,rural,Fuera de casco urbano INEI,,,,,,
54503,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,-5.41101,-76.83367,rural,Fuera de casco urbano INEI,,,,,,
54505,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,-5.3507,-76.78558,rural,Fuera de casco urbano INEI,,,,,,
54508,CUSCO,LA CONVENCION,ECHARATE,-12.616061,-72.837864,rural,Fuera de casco urbano INEI,,,,,,
54509,CUSCO,LA CONVENCION,SANTA ANA,-12.8041,-72.6491,rural,Fuera de casco urbano INEI,,,,,,
54516,PIURA,PAITA,PAITA,-5.211544,-81.19345,urbano,INEI casco urbano WFS,200501,PAITA,CASCO URBANO,46.31,0.0188,urbano_periferico
54519,SAN MARTIN,LAMAS,PINTO RECODO,-6.0622,-76.8167,rural,Fuera de casco urbano INEI,,,,,,
54520,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.990231,-76.885342,urbano,INEI casco urbano WFS,220101,MOYOBAMBA,CASCO URBANO,177.74,0.0734,urbano_periferico
54525,SAN MARTIN,LAMAS,BARRANQUITA,-6.2618,-76.1417,urbano,INEI casco urbano WFS,220503,BARRANQUITA,CASCO URBANO,188.16,0.2316,urbano_central
54536,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.301031,-76.786001,rural,Fuera de casco urbano INEI,,,,,,
54540,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,-5.025843,-78.888645,rural,Fuera de casco urbano INEI,,,,,,
54542,CUSCO,CANAS,TUPAC AMARU,-14.153813,-71.574034,rural,Fuera de casco urbano INEI,,,,,,
54543,CUSCO,URUBAMBA,URUBAMBA,-13.2752,-72.1709,rural,Fuera de casco urbano INEI,,,,,,
54546,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,-16.737826,-70.706059,urbano,INEI casco urbano WFS,180105,SAN CRISTOBAL,CASCO URBANO,46.34,0.1022,urbano_periferico
54549,CAJAMARCA,SAN IGNACIO,LA COIPA,-5.333331,-78.965829,urbano,INEI casco urbano WFS,060904,LA COIPA,CASCO URBANO,40.9,0.0921,urbano_periferico
54550,CAJAMARCA,JAEN,JAEN,-5.833211,-78.747502,rural,Fuera de casco urbano INEI,,,,,,
54552,ANCASH,PALLASCA,CONCHUCOS,-8.21542,-77.695517,rural,Fuera de casco urbano INEI,,,,,,
54553,ANCASH,PALLASCA,CONCHUCOS,-8.1591,-77.6313,rural,Fuera de casco urbano INEI,,,,,,
54554,ANCASH,PALLASCA,CONCHUCOS,-8.2413,-77.5851,rural,Fuera de casco urbano INEI,,,,,,
54556,SAN MARTIN,PICOTA,BUENOS AIRES,-6.7083,-76.4279,rural,Fuera de casco urbano INEI,,,,,,
54557,ANCASH,PALLASCA,PALLASCA,-8.30101,-78.01948,rural,Fuera de casco urbano INEI,,,,,,
54558,CAJAMARCA,JAEN,JAEN,-5.830633,-78.825123,rural,Fuera de casco urbano INEI,,,,,,
54559,HUANCAVELICA,ANGARAES,ANCHONGA,-12.85363,-74.696132,rural,Fuera de casco urbano INEI,,,,,,
54562,LORETO,DATEM DEL MARAÑON,MORONA,-3.653813,-77.318722,rural,Fuera de casco urbano INEI,,,,,,
54564,CAJAMARCA,SAN MARCOS,ICHOCAN,-7.364439,-78.08319,rural,Fuera de casco urbano INEI,,,,,,
54568,CAJAMARCA,JAEN,JAEN,-5.676797,-78.896926,rural,Fuera de casco urbano INEI,,,,,,
54569,CAJAMARCA,JAEN,JAEN,-5.880639,-78.861007,rural,Fuera de casco urbano INEI,,,,,,
54570,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,-13.6045,-74.7533,rural,Fuera de casco urbano INEI,,,,,,
54571,ANCASH,CORONGO,BAMBAS,-8.58821,-78.03818,urbano,INEI casco urbano WFS,020903,BAMBAS,CASCO URBANO,51.01,0.1792,urbano_periferico
54572,CAJAMARCA,JAEN,JAEN,-5.796091,-78.918225,rural,Fuera de casco urbano INEI,,,,,,
54574,PASCO,OXAPAMPA,HUANCABAMBA,-10.50323,-75.670104,urbano,INEI casco urbano WFS,190303,HUANCABAMBA,CASCO URBANO,82.95,0.1153,urbano_periferico
54575,ANCASH,SIHUAS,HUAYLLABAMBA,-8.511387,-77.453478,rural,Fuera de casco urbano INEI,,,,,,
54576,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,-13.669539,-73.308035,rural,Fuera de casco urbano INEI,,,,,,
54582,HUANCAVELICA,ANGARAES,CCOCHACCASA,-12.888161,-74.773139,rural,Fuera de casco urbano INEI,,,,,,
54584,AYACUCHO,HUAMANGA,VINCHOS,-13.382523,-74.345777,rural,Fuera de casco urbano INEI,,,,,,
54587,ANCASH,HUARAZ,INDEPENDENCIA,-9.558557,-77.566474,rural,Fuera de casco urbano INEI,,,,,,
54588,ANCASH,SIHUAS,ACOBAMBA,-8.307644,-77.523095,rural,Fuera de casco urbano INEI,,,,,,
54589,ANCASH,HUARI,HUACHIS,-9.369019,-77.09145,rural,Fuera de casco urbano INEI,,,,,,
54590,ANCASH,HUARI,UCO,-9.20563,-76.94626,rural,Fuera de casco urbano INEI,,,,,,
54591,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,-10.2001,-77.4866,rural,Fuera de casco urbano INEI,,,,,,
54592,ANCASH,YUNGAY,YANAMA,-9.02315,-77.37056,rural,Fuera de casco urbano INEI,,,,,,
54593,HUANCAVELICA,CHURCAMPA,ANCO,-12.638348,-74.527029,rural,Fuera de casco urbano INEI,,,,,,
54597,CAJAMARCA,CELENDIN,CHUMUCH,-6.538563,-78.212997,rural,Fuera de casco urbano INEI,,,,,,
54601,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,-7.554898,-78.442201,rural,Fuera de casco urbano INEI,,,,,,
54604,SAN MARTIN,MARISCAL CACERES,PAJARILLO,-7.305356,-76.652303,rural,Fuera de casco urbano INEI,,,,,,
54626,CAJAMARCA,JAEN,COLASAY,-5.84257,-79.006034,rural,Fuera de casco urbano INEI,,,,,,
54627,CAJAMARCA,JAEN,SANTA ROSA,-5.428499,-78.521713,rural,Fuera de casco urbano INEI,,,,,,
54632,HUANUCO,DOS DE MAYO,PACHAS,-9.602209,-76.725864,rural,Fuera de casco urbano INEI,,,,,,
54641,CUSCO,LA CONVENCION,MEGANTONI,-11.766143,-73.327033,rural,Fuera de casco urbano INEI,,,,,,
54646,TACNA,JORGE BASADRE,LOCUMBA,-17.5802,-70.8528,rural,Fuera de casco urbano INEI,,,,,,
54647,AYACUCHO,HUANTA,SIVIA,-12.6807,-74.1326,rural,Fuera de casco urbano INEI,,,,,,
54648,PIURA,HUANCABAMBA,CANCHAQUE,-5.30274,-79.62054,rural,Fuera de casco urbano INEI,,,,,,
54652,LORETO,DATEM DEL MARAÑON,MORONA,-3.939731,-77.188054,rural,Fuera de casco urbano INEI,,,,,,
54659,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-6.371023,-79.802594,rural,Fuera de casco urbano INEI,,,,,,
54660,CAJAMARCA,JAEN,SANTA ROSA,-5.452965,-78.695757,urbano,INEI casco urbano WFS,060812,SANTA ROSA,CASCO URBANO,76.03,0.1532,urbano_periferico
54663,APURIMAC,ANDAHUAYLAS,TURPO,-13.76813,-73.499986,rural,Fuera de casco urbano INEI,,,,,,
54664,PASCO,PASCO,HUACHON,-10.508508,-75.691073,rural,Fuera de casco urbano INEI,,,,,,
54670,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.23966,-76.9142,rural,Fuera de casco urbano INEI,,,,,,
54673,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.207288,-76.896864,rural,Fuera de casco urbano INEI,,,,,,
54675,CUSCO,CANAS,PAMPAMARCA,-14.1037,-71.4374,urbano,INEI casco urbano WFS,080506,PAMPAMARCA,CASCO URBANO,109.91,0.2009,urbano_central
54679,AMAZONAS,LUYA,CAMPORREDONDO,-6.18818,-78.32736,urbano,INEI casco urbano WFS,010502,CAMPORREDONDO,CASCO URBANO,58.23,0.0892,urbano_periferico
54681,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-5.9287,-77.015,urbano,INEI casco urbano WFS,220101,MOYOBAMBA,CASCO URBANO,138.55,0.0572,urbano_periferico
54682,SAN MARTIN,MOYOBAMBA,SORITOR,-6.332496,-77.010137,rural,Fuera de casco urbano INEI,,,,,,
54684,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.647268,-78.456925,urbano,INEI casco urbano WFS,060701,BAMBAMARCA,CASCO URBANO,9.48,0.008,urbano_periferico
54687,CAJAMARCA,CHOTA,CHALAMARCA,-6.545868,-78.49946,rural,Fuera de casco urbano INEI,,,,,,
54696,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.706412,-78.436049,rural,Fuera de casco urbano INEI,,,,,,
54697,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.666215,-78.603976,rural,Fuera de casco urbano INEI,,,,,,
54715,CUSCO,LA CONVENCION,SANTA ANA,-12.889305,-72.724558,rural,Fuera de casco urbano INEI,,,,,,
54719,CUSCO,LA CONVENCION,SANTA TERESA,-13.041135,-72.697392,rural,Fuera de casco urbano INEI,,,,,,
54732,AMAZONAS,UTCUBAMBA,YAMON,-6.000296,-78.539342,rural,Fuera de casco urbano INEI,,,,,,
54733,AMAZONAS,UTCUBAMBA,YAMON,-5.977264,-78.455095,rural,Fuera de casco urbano INEI,,,,,,
54747,PUNO,EL COLLAO,ILAVE,-16.032015,-69.568241,rural,Fuera de casco urbano INEI,,,,,,
54748,ANCASH,SANTA,NEPEÑA,-9.147425,-78.283504,urbano,INEI casco urbano WFS,021806,NEPEÑA,CASCO URBANO,269.57,0.2319,urbano_central
54761,AMAZONAS,LUYA,SANTO TOMAS,-6.481727,-77.920624,rural,Fuera de casco urbano INEI,,,,,,
54762,ANCASH,HUARI,SAN MARCOS,-9.501526,-77.138259,rural,Fuera de casco urbano INEI,,,,,,
54763,PUNO,PUNO,CHUCUITO,-15.796897,-69.829102,rural,Fuera de casco urbano INEI,,,,,,
54768,PUNO,HUANCANE,TARACO,-15.272932,-69.868501,rural,Fuera de casco urbano INEI,,,,,,
54769,PUNO,SANDIA,ALTO INAMBARI,-13.960095,-69.367235,rural,Fuera de casco urbano INEI,,,,,,
54818,AMAZONAS,CONDORCANQUI,NIEVA,-5.192215,-77.875,rural,Fuera de casco urbano INEI,,,,,,
54823,CAJAMARCA,SANTA CRUZ,CATACHE,-6.814085,-79.084161,urbano,INEI casco urbano WFS,061303,CATACHE,CASCO URBANO,47.84,0.1357,urbano_periferico
54830,UCAYALI,ATALAYA,RAIMONDI,-10.573185,-73.297518,rural,Fuera de casco urbano INEI,,,,,,
54831,UCAYALI,ATALAYA,TAHUANIA,-9.832672,-73.95173,rural,Fuera de casco urbano INEI,,,,,,
54832,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.392866,-74.410081,rural,Fuera de casco urbano INEI,,,,,,
54834,UCAYALI,CORONEL PORTILLO,IPARIA,-9.6798,-74.17328,rural,Fuera de casco urbano INEI,,,,,,
54837,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,-8.13914,-74.821758,rural,Fuera de casco urbano INEI,,,,,,
54838,UCAYALI,CORONEL PORTILLO,MASISEA,-8.568168,-74.377577,rural,Fuera de casco urbano INEI,,,,,,
54840,APURIMAC,CHINCHEROS,CHINCHEROS,-13.531204,-73.801643,rural,Fuera de casco urbano INEI,,,,,,
54846,PUNO,MOHO,MOHO,-15.2786,-69.5096,rural,Fuera de casco urbano INEI,,,,,,
54858,ANCASH,HUARI,SAN MARCOS,-9.52607,-77.12701,urbano,INEI casco urbano WFS,021014,SAN MARCOS,CASCO URBANO,85.25,0.1238,urbano_periferico
54862,HUANUCO,DOS DE MAYO,CHUQUIS,-9.673191,-76.665059,rural,Fuera de casco urbano INEI,,,,,,
54888,LIMA,LIMA,PACHACAMAC,-12.1116,-76.86699,urbano,INEI casco urbano WFS,150123,PACHACAMAC,CASCO URBANO,644.16,0.1962,urbano_central
54889,APURIMAC,ANDAHUAYLAS,KISHUARA,-13.562336,-73.158971,rural,Fuera de casco urbano INEI,,,,,,
54890,CAJAMARCA,SAN MIGUEL,LLAPA,-6.9273,-78.768802,rural,Fuera de casco urbano INEI,,,,,,
54891,APURIMAC,ANDAHUAYLAS,TALAVERA,-13.705072,-73.461107,rural,Fuera de casco urbano INEI,,,,,,
54892,APURIMAC,AYMARAES,COTARUSE,-14.4284,-73.2097,rural,Fuera de casco urbano INEI,,,,,,
54893,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,-7.14378,-78.463487,rural,Fuera de casco urbano INEI,,,,,,
54894,CAJAMARCA,SAN MIGUEL,NIEPOS,-6.897493,-79.138638,urbano,INEI casco urbano WFS,061109,NIEPOS,CASCO URBANO,78.7,0.197,urbano_periferico
54895,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.8522,-78.4221,rural,Fuera de casco urbano INEI,,,,,,
54896,AMAZONAS,LUYA,CAMPORREDONDO,-6.183693,-78.357721,rural,Fuera de casco urbano INEI,,,,,,
54897,CAJAMARCA,CHOTA,PACCHA,-6.511026,-78.420161,rural,Fuera de casco urbano INEI,,,,,,
54898,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,-7.445112,-78.169406,urbano,INEI casco urbano WFS,061003,EDUARDO VILLANUEVA,CASCO URBANO,109.38,0.1407,urbano_periferico
54899,CAJAMARCA,CUTERVO,CHOROS,-5.993057,-78.81088,rural,Fuera de casco urbano INEI,,,,,,
54900,CAJAMARCA,CAJAMARCA,CHETILLA,-7.176969,-78.672423,rural,Fuera de casco urbano INEI,,,,,,
54901,CAJAMARCA,SAN MIGUEL,TONGOD,-6.828,-78.8296,rural,Fuera de casco urbano INEI,,,,,,
54903,JUNIN,CHANCHAMAYO,PERENE,-10.783116,-74.957303,rural,Fuera de casco urbano INEI,,,,,,
54904,JUNIN,TARMA,TARMA,-11.4702,-75.6869,urbano,INEI casco urbano WFS,120701,TARMA,CASCO URBANO,121.22,0.0738,urbano_periferico
54905,SAN MARTIN,BELLAVISTA,SAN PABLO,-6.789394,-76.637928,urbano,INEI casco urbano WFS,220205,SAN PABLO,CASCO URBANO,61.73,0.0509,urbano_periferico
54906,LAMBAYEQUE,LAMBAYEQUE,MORROPE,-6.4987,-79.9276,rural,Fuera de casco urbano INEI,,,,,,
54908,AYACUCHO,CANGALLO,PARAS,-13.5246,-74.6577,rural,Fuera de casco urbano INEI,,,,,,
54909,CAJAMARCA,CHOTA,CHADIN,-6.441938,-78.411115,urbano,INEI casco urbano WFS,060403,CHADIN,CASCO URBANO,73.69,0.2828,urbano_periferico
54910,HUANUCO,AMBO,CONCHAMARCA,-10.0916,-76.3076,rural,Fuera de casco urbano INEI,,,,,,
54911,HUANUCO,AMBO,COLPAS,-10.2787,-76.4442,rural,Fuera de casco urbano INEI,,,,,,
54912,PUNO,AZANGARO,SAN ANTON,-14.484892,-70.259548,rural,Fuera de casco urbano INEI,,,,,,
54913,LORETO,LORETO,URARINAS,-4.301594,-75.125814,rural,Fuera de casco urbano INEI,,,,,,
54914,LORETO,LORETO,URARINAS,-4.448901,-75.245921,rural,Fuera de casco urbano INEI,,,,,,
54915,LORETO,LORETO,URARINAS,-4.101149,-75.540481,rural,Fuera de casco urbano INEI,,,,,,
54917,LORETO,MARISCAL RAMON CASTILLA,YAVARI,-4.246342,-70.861497,rural,Fuera de casco urbano INEI,,,,,,
54918,LORETO,LORETO,URARINAS,-4.5443,-75.0646,rural,Fuera de casco urbano INEI,,,,,,
54919,ANCASH,HUARAZ,INDEPENDENCIA,-9.48975,-77.5176,urbano,INEI casco urbano WFS,020105,INDEPENDENCIA,CASCO URBANO,155.56,0.0637,urbano_periferico
54920,ANCASH,HUARI,HUARI,-9.320594,-77.169081,rural,Fuera de casco urbano INEI,,,,,,
54921,ANCASH,POMABAMBA,QUINUABAMBA,-8.686,-77.2859,rural,Fuera de casco urbano INEI,,,,,,
54922,PUNO,AZANGARO,MUÑANI,-14.71257,-69.94968,rural,Fuera de casco urbano INEI,,,,,,
54923,ANCASH,BOLOGNESI,COLQUIOC,-10.2936,-77.5421,rural,Fuera de casco urbano INEI,,,,,,
54924,ANCASH,HUAYLAS,MATO,-8.9665,-77.9076,urbano,INEI casco urbano WFS,021205,MATO,CASCO URBANO,127.16,0.2663,urbano_central
54925,ANCASH,HUAYLAS,PAMPAROMAS,-9.159414,-77.975006,rural,Fuera de casco urbano INEI,,,,,,
54926,ANCASH,PALLASCA,TAUCA,-8.42,-78.025,rural,Fuera de casco urbano INEI,,,,,,
54927,ANCASH,SIHUAS,QUICHES,-8.390845,-77.540371,rural,Fuera de casco urbano INEI,,,,,,
54928,PIURA,AYABACA,FRIAS,-4.9294,-80.022,rural,Fuera de casco urbano INEI,,,,,,
54929,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.969384,-76.111649,rural,Fuera de casco urbano INEI,,,,,,
54931,LORETO,DATEM DEL MARAÑON,BARRANCA,-5.012821,-77.250252,rural,Fuera de casco urbano INEI,,,,,,
54932,LORETO,DATEM DEL MARAÑON,BARRANCA,-5.106678,-77.230671,rural,Fuera de casco urbano INEI,,,,,,
54933,LORETO,DATEM DEL MARAÑON,MANSERICHE,-4.394991,-77.48087,rural,Fuera de casco urbano INEI,,,,,,
54937,CAJAMARCA,JAEN,SALLIQUE,-5.565176,-79.317828,rural,Fuera de casco urbano INEI,,,,,,
54938,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,-5.016876,-78.933134,rural,Fuera de casco urbano INEI,,,,,,
54939,CUSCO,PAUCARTAMBO,COLQUEPATA,-13.4154,-71.5743,rural,Fuera de casco urbano INEI,,,,,,
54940,HUANUCO,HUAMALIES,PUÑOS,-9.512573,-76.828133,rural,Fuera de casco urbano INEI,,,,,,
54941,HUANCAVELICA,ANGARAES,SECCLLA,-13.027582,-74.526123,rural,Fuera de casco urbano INEI,,,,,,
54942,HUANCAVELICA,CHURCAMPA,ANCO,-12.7145,-74.551,rural,Fuera de casco urbano INEI,,,,,,
54943,HUANCAVELICA,ANGARAES,SECCLLA,-13.039357,-74.51365,rural,Fuera de casco urbano INEI,,,,,,
54944,HUANCAVELICA,CHURCAMPA,EL CARMEN,-12.743744,-74.485403,rural,Fuera de casco urbano INEI,,,,,,
54945,HUANUCO,HUANUCO,YACUS,-9.9599,-76.4981,rural,Fuera de casco urbano INEI,,,,,,
54946,HUANUCO,HUANUCO,YACUS,-9.9526,-76.4848,rural,Fuera de casco urbano INEI,,,,,,
54947,HUANUCO,DOS DE MAYO,MARIAS,-9.563651,-76.507818,rural,Fuera de casco urbano INEI,,,,,,
54948,HUANUCO,DOS DE MAYO,CHUQUIS,-9.613126,-76.656596,rural,Fuera de casco urbano INEI,,,,,,
54949,HUANUCO,YAROWILCA,OBAS,-9.8397,-76.676,rural,Fuera de casco urbano INEI,,,,,,
54950,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.5822,-70.2013,urbano,INEI casco urbano WFS,170203,MADRE DE DIOS,CASCO URBANO,100.06,0.1926,urbano_central
54952,HUANCAVELICA,ACOBAMBA,PAUCARA,-12.6885,-74.68,rural,Fuera de casco urbano INEI,,,,,,
54953,JUNIN,CHANCHAMAYO,PERENE,-10.822755,-75.122408,urbano,INEI casco urbano WFS,120302,PERENE,CASCO URBANO,48.27,0.0299,urbano_periferico
54954,JUNIN,HUANCAYO,COLCA,-12.3177,-75.1624,rural,Fuera de casco urbano INEI,,,,,,
54955,ANCASH,HUARI,SAN MARCOS,-9.48839,-77.14595,rural,Fuera de casco urbano INEI,,,,,,
54956,ANCASH,RECUAY,RECUAY,-9.679195,-77.471833,rural,Fuera de casco urbano INEI,,,,,,
54957,LA LIBERTAD,OTUZCO,SALPO,-8.051904,-78.590935,rural,Fuera de casco urbano INEI,,,,,,
54958,PUNO,CARABAYA,COASA,-13.948955,-70.048466,rural,Fuera de casco urbano INEI,,,,,,
54959,PUNO,HUANCANE,VILQUE CHICO,-15.114867,-69.676413,rural,Fuera de casco urbano INEI,,,,,,
54960,PUNO,EL COLLAO,PILCUYO,-16.07221,-69.506226,urbano,INEI casco urbano WFS,210503,PILCUYO,CASCO URBANO,363.89,0.2684,urbano_central
54962,PUNO,CHUCUITO,ZEPITA,-16.424953,-69.181,urbano,INEI casco urbano WFS,210407,ZEPITA,CASCO URBANO,82.26,0.093,urbano_periferico
54963,PUNO,CHUCUITO,ZEPITA,-16.453135,-69.244867,rural,Fuera de casco urbano INEI,,,,,,
54964,PUNO,EL COLLAO,CONDURIRI,-16.522433,-69.605654,rural,Fuera de casco urbano INEI,,,,,,
54965,PUNO,AZANGARO,CHUPA,-15.1158,-69.9355,rural,Fuera de casco urbano INEI,,,,,,
